tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T03124,5682,2,bus,budget,couple,budget
T03125,14637,5,bus,eco,family,eco
T03126,12584,4,bicycle,eco,family,eco
T03127,16649,7,bicycle,eco,couple,eco
T03128,2302,3,train,budget,family,budget
T03129,6799,2,car,mid,couple,weekend
T03130,10666,5,bicycle,eco,family,eco
T03131,19899,7,bus,eco,family,eco
T03132,7162,3,bus,budget,couple,budget
T03133,2594,3,train,budget,couple,budget
T03134,5718,2,car,budget,couple,weekend
T03135,9549,2,train,mid,family,weekend
T03136,14742,4,bus,eco,group,eco
T03137,68401,5,flight,luxury,family,luxury
T03138,74369,5,car,luxury,family,luxury
T03139,3791,3,bus,budget,family,budget
T03140,47499,5,flight,luxury,family,luxury
T03141,55913,5,flight,luxury,couple,luxury
T03142,10056,2,train,mid,family,weekend
T03143,17311,4,bus,eco,couple,eco
T03144,70495,10,flight,luxury,couple,luxury
T03145,3328,2,bus,budget,solo,budget
T03146,10591,5,bicycle,eco,family,eco
T03147,14767,3,train,budget,family,weekend
T03148,16373,7,bus,eco,family,eco
T03149,45647,14,car,luxury,family,luxury
T03150,12946,2,car,mid,family,weekend
T03151,12996,3,car,mid,family,weekend
T03152,78116,10,flight,luxury,couple,luxury
T03153,19591,5,bus,eco,couple,eco
T03154,46403,7,flight,luxury,couple,luxury
T03155,4055,1,train,budget,group,budget
T03156,11714,7,train,eco,family,eco
T03157,5081,2,car,mid,family,weekend
T03158,10084,3,car,mid,couple,weekend
T03159,8361,3,train,budget,couple,weekend
T03160,34662,7,flight,luxury,group,luxury
T03161,6323,1,bus,budget,family,budget
T03162,14205,5,bus,eco,couple,eco
T03163,5768,3,car,mid,solo,weekend
T03164,66982,10,flight,luxury,solo,luxury
T03165,6371,3,bus,budget,family,budget
T03166,6789,3,train,budget,couple,budget
T03167,62645,10,flight,luxury,family,luxury
T03168,9354,3,train,mid,couple,weekend
T03169,68693,5,flight,luxury,family,luxury
T03170,15202,5,train,eco,family,eco
T03171,5801,1,train,budget,family,budget
T03172,79094,5,flight,luxury,solo,luxury
T03173,10508,7,bus,eco,family,eco
T03174,7401,2,train,budget,couple,budget
T03175,7533,1,train,budget,family,budget
T03176,6364,3,train,budget,couple,weekend
T03177,5013,3,car,mid,family,weekend
T03178,49145,14,flight,luxury,couple,luxury
T03179,18070,7,train,eco,couple,eco
T03180,73679,14,flight,luxury,family,luxury
T03181,77530,7,car,luxury,family,luxury
T03182,14307,4,bicycle,eco,couple,eco
T03183,69667,5,flight,luxury,family,luxury
T03184,12025,3,car,mid,family,weekend
T03185,13439,7,bus,eco,group,eco
T03186,59212,5,car,luxury,solo,luxury
T03187,7532,3,bus,budget,couple,budget
T03188,7763,2,train,budget,couple,budget
T03189,18206,5,bus,eco,family,eco
T03190,2830,2,train,budget,family,budget
T03191,18513,5,bus,eco,group,eco
T03192,5974,1,train,budget,couple,budget
T03193,12939,5,bicycle,eco,couple,eco
T03194,37226,14,flight,luxury,couple,luxury
T03195,4727,3,train,budget,solo,budget
T03196,7029,3,car,mid,solo,weekend
T03197,13853,3,car,budget,family,weekend
T03198,67616,5,flight,luxury,couple,luxury
T03199,2470,2,bus,budget,couple,budget
T03200,6892,3,car,mid,family,weekend
T03201,9735,4,train,eco,couple,eco
T03202,31608,5,car,luxury,couple,luxury
T03203,11018,3,car,mid,family,weekend
T03204,42627,14,flight,luxury,family,luxury
T03205,13981,3,car,mid,couple,weekend
T03206,12502,3,car,budget,family,weekend
T03207,57430,10,flight,luxury,solo,luxury
T03208,5586,2,train,budget,solo,budget
T03209,3739,3,bus,budget,family,budget
T03210,10607,7,bus,eco,family,eco
T03211,8671,3,car,budget,family,weekend
T03212,46955,5,flight,luxury,couple,luxury
T03213,6024,2,train,mid,couple,weekend
T03214,8094,7,train,eco,group,eco
T03215,14430,7,train,eco,group,eco
T03216,57457,14,car,luxury,solo,luxury
T03217,13258,3,car,mid,family,weekend
T03218,39491,7,flight,luxury,family,luxury
T03219,4174,1,bus,budget,group,budget
T03220,4412,3,train,budget,group,budget
T03221,3693,3,bus,budget,solo,budget
T03222,13056,2,train,mid,family,weekend
T03223,19480,7,train,eco,group,eco
T03224,6260,1,bus,budget,couple,budget
T03225,11580,3,car,mid,couple,weekend
T03226,8141,5,train,eco,family,eco
T03227,4248,3,train,budget,family,budget
T03228,13470,3,car,budget,group,weekend
T03229,13161,3,car,mid,couple,weekend
T03230,6629,3,bus,budget,family,budget
T03231,10116,2,car,mid,group,weekend
T03232,5859,3,bus,budget,group,budget
T03233,7257,3,bus,budget,couple,budget
T03234,19923,4,bus,eco,family,eco
T03235,71062,7,car,luxury,family,luxury
T03236,78639,5,car,luxury,group,luxury
T03237,43728,14,car,luxury,couple,luxury
T03238,8851,2,car,budget,family,weekend
T03239,6279,3,bus,budget,family,budget
T03240,7876,1,train,budget,family,budget
T03241,11299,7,train,eco,family,eco
T03242,6398,2,car,mid,couple,weekend
T03243,12939,2,train,mid,family,weekend
T03244,7697,1,bus,budget,family,budget
T03245,19452,5,train,eco,couple,eco
T03246,30877,10,flight,luxury,couple,luxury
T03247,3302,3,train,budget,family,budget
T03248,14954,4,train,eco,family,eco
T03249,2879,1,bus,budget,family,budget
T03250,5806,1,train,budget,family,budget
T03251,64270,7,flight,luxury,couple,luxury
T03252,7482,3,train,budget,couple,budget
T03253,17602,4,bus,eco,family,eco
T03254,30783,7,car,luxury,family,luxury
T03255,58756,5,flight,luxury,solo,luxury
T03256,12031,7,bicycle,eco,solo,eco
T03257,3749,1,bus,budget,couple,budget
T03258,64794,7,car,luxury,family,luxury
T03259,57163,5,flight,luxury,family,luxury
T03260,6886,1,bus,budget,family,budget
T03261,7311,3,car,mid,family,weekend
T03262,12084,2,car,mid,family,weekend
T03263,62283,10,car,luxury,group,luxury
T03264,7139,3,car,mid,group,weekend
T03265,14535,2,car,budget,solo,weekend
T03266,16186,5,bus,eco,solo,eco
T03267,18108,4,bus,eco,family,eco
T03268,7655,2,car,mid,solo,weekend
T03269,4447,3,train,budget,couple,budget
T03270,3648,2,bus,budget,group,budget
T03271,2483,3,train,budget,solo,budget
T03272,18600,7,train,eco,group,eco
T03273,8344,2,car,mid,family,weekend
T03274,79014,14,flight,luxury,family,luxury
T03275,60623,7,flight,luxury,solo,luxury
T03276,61582,10,flight,luxury,solo,luxury
T03277,50582,7,flight,luxury,solo,luxury
T03278,2242,1,train,budget,solo,budget
T03279,34865,7,car,luxury,solo,luxury
T03280,13994,2,train,mid,family,weekend
T03281,12927,5,train,eco,group,eco
T03282,10769,3,car,budget,couple,weekend
T03283,6917,3,train,mid,family,weekend
T03284,11183,2,train,budget,couple,weekend
T03285,4127,1,bus,budget,couple,budget
T03286,75961,5,flight,luxury,couple,luxury
T03287,8037,3,car,budget,couple,weekend
T03288,62827,10,car,luxury,solo,luxury
T03289,14036,3,car,mid,couple,weekend
T03290,11838,7,train,eco,family,eco
T03291,14595,2,car,budget,group,weekend
T03292,6256,2,train,budget,family,budget
T03293,5455,2,bus,budget,solo,budget
T03294,6693,2,train,budget,couple,weekend
T03295,12082,5,bicycle,eco,family,eco
T03296,4405,2,train,budget,group,budget
T03297,42465,14,flight,luxury,family,luxury
T03298,4739,1,train,budget,group,budget
T03299,46417,14,flight,luxury,family,luxury
T03300,30815,7,flight,luxury,group,luxury
T03301,16894,4,bus,eco,couple,eco
T03302,6997,3,train,budget,couple,budget
T03303,6932,2,car,budget,family,weekend
T03304,9587,7,train,eco,group,eco
T03305,13958,2,car,budget,couple,weekend
T03306,16480,5,train,eco,couple,eco
T03307,10660,3,train,budget,solo,weekend
T03308,60044,5,car,luxury,solo,luxury
T03309,4027,3,bus,budget,solo,budget
T03310,7921,3,car,budget,couple,weekend
T03311,10926,2,car,budget,couple,weekend
T03312,3659,1,bus,budget,family,budget
T03313,7946,1,train,budget,couple,budget
T03314,6376,2,train,budget,group,weekend
T03315,4571,3,train,budget,couple,budget
T03316,61365,14,car,luxury,family,luxury
T03317,65505,10,car,luxury,group,luxury
T03318,16951,7,bicycle,eco,solo,eco
T03319,13626,3,train,budget,solo,weekend
T03320,8163,5,train,eco,group,eco
T03321,11058,4,bicycle,eco,couple,eco
T03322,36279,5,flight,luxury,couple,luxury
T03323,65191,5,car,luxury,family,luxury
T03324,18223,4,train,eco,couple,eco
T03325,18655,7,bicycle,eco,couple,eco
T03326,10672,3,train,mid,couple,weekend
T03327,4161,3,bus,budget,couple,budget
T03328,63221,7,flight,luxury,solo,luxury
T03329,19597,5,train,eco,couple,eco
T03330,7348,3,car,budget,family,weekend
T03331,2840,3,train,budget,couple,budget
T03332,6401,3,train,budget,family,budget
T03333,57292,7,car,luxury,couple,luxury
T03334,4399,1,bus,budget,couple,budget
T03335,15328,7,train,eco,solo,eco
T03336,76312,10,flight,luxury,family,luxury
T03337,11724,4,train,eco,couple,eco
T03338,13685,3,car,budget,group,weekend
T03339,59543,14,flight,luxury,family,luxury
T03340,12841,2,car,budget,family,weekend
T03341,8295,4,bus,eco,family,eco
T03342,5539,2,train,budget,family,budget
T03343,7828,2,train,budget,couple,budget
T03344,12720,2,car,mid,solo,weekend
T03345,6088,3,train,mid,couple,weekend
T03346,14280,5,train,eco,family,eco
T03347,47518,5,flight,luxury,family,luxury
T03348,18380,4,train,eco,couple,eco
T03349,12288,2,car,budget,family,weekend
T03350,15395,4,train,eco,family,eco
T03351,13759,3,train,mid,family,weekend
T03352,18925,7,train,eco,family,eco
T03353,11727,2,car,budget,family,weekend
T03354,72039,14,flight,luxury,couple,luxury
T03355,51503,14,car,luxury,group,luxury
T03356,12459,5,bicycle,eco,family,eco
T03357,62980,14,flight,luxury,family,luxury
T03358,7953,2,bus,budget,family,budget
T03359,60921,7,car,luxury,family,luxury
T03360,11182,5,train,eco,family,eco
T03361,44582,5,flight,luxury,family,luxury
T03362,65874,10,flight,luxury,solo,luxury
T03363,16943,4,train,eco,group,eco
T03364,14871,3,car,mid,group,weekend
T03365,55258,10,flight,luxury,family,luxury
T03366,17985,4,train,eco,family,eco
T03367,45286,5,flight,luxury,couple,luxury
T03368,9299,2,train,mid,family,weekend
T03369,3848,3,bus,budget,couple,budget
T03370,48906,5,flight,luxury,family,luxury
T03371,12029,3,train,mid,couple,weekend
T03372,65647,14,flight,luxury,couple,luxury
T03373,12034,3,car,budget,family,weekend
T03374,13632,7,bus,eco,family,eco
T03375,7137,2,bus,budget,couple,budget
T03376,3995,1,bus,budget,couple,budget
T03377,19245,7,train,eco,couple,eco
T03378,4010,2,bus,budget,family,budget
T03379,7791,2,train,budget,couple,weekend
T03380,32962,10,car,luxury,couple,luxury
T03381,12048,4,train,eco,family,eco
T03382,12813,4,bus,eco,couple,eco
T03383,11084,2,car,budget,family,weekend
T03384,74332,14,flight,luxury,family,luxury
T03385,13202,2,train,mid,group,weekend
T03386,14917,3,car,budget,family,weekend
T03387,4861,1,bus,budget,family,budget
T03388,10768,2,train,mid,group,weekend
T03389,19086,4,bicycle,eco,couple,eco
T03390,16943,5,bus,eco,solo,eco
T03391,63427,5,flight,luxury,family,luxury
T03392,2244,1,train,budget,family,budget
T03393,35313,10,car,luxury,family,luxury
T03394,14386,3,train,budget,couple,weekend
T03395,3898,2,train,budget,family,budget
T03396,17808,4,train,eco,group,eco
T03397,14999,2,train,budget,family,weekend
T03398,4463,2,train,budget,family,budget
T03399,10464,2,car,mid,solo,weekend
T03400,18931,7,bus,eco,group,eco
T03401,4305,1,bus,budget,solo,budget
T03402,5846,1,train,budget,family,budget
T03403,19015,7,train,eco,family,eco
T03404,11694,2,car,mid,family,weekend
T03405,9024,5,train,eco,couple,eco
T03406,12225,3,car,mid,family,weekend
T03407,10994,7,train,eco,family,eco
T03408,44373,14,car,luxury,family,luxury
T03409,2272,1,train,budget,group,budget
T03410,8709,4,train,eco,couple,eco
T03411,12974,2,car,mid,family,weekend
T03412,60553,14,flight,luxury,solo,luxury
T03413,13161,5,train,eco,solo,eco
T03414,4034,2,train,budget,couple,budget
T03415,5214,1,bus,budget,group,budget
T03416,13700,4,bicycle,eco,family,eco
T03417,78380,5,car,luxury,couple,luxury
T03418,14234,3,car,mid,family,weekend
T03419,72894,14,flight,luxury,family,luxury
T03420,7077,2,bus,budget,family,budget
T03421,11140,2,car,mid,solo,weekend
T03422,5592,1,train,budget,solo,budget
T03423,2186,2,train,budget,group,budget
T03424,75362,7,flight,luxury,family,luxury
T03425,15952,7,train,eco,couple,eco
T03426,4539,2,train,budget,family,budget
T03427,4052,1,bus,budget,family,budget
T03428,13546,7,train,eco,family,eco
T03429,18020,4,bus,eco,family,eco
T03430,4805,1,bus,budget,couple,budget
T03431,53293,7,flight,luxury,family,luxury
T03432,42877,5,car,luxury,solo,luxury
T03433,14346,5,train,eco,group,eco
T03434,8877,2,car,budget,solo,weekend
T03435,75240,10,flight,luxury,solo,luxury
T03436,19822,4,train,eco,group,eco
T03437,3084,2,train,budget,family,budget
T03438,5680,1,train,budget,couple,budget
T03439,4946,3,bus,budget,group,budget
T03440,75991,5,car,luxury,couple,luxury
T03441,6208,3,train,budget,couple,budget
T03442,3651,2,train,budget,family,budget
T03443,18488,7,bus,eco,couple,eco
T03444,17907,5,bicycle,eco,solo,eco
T03445,7997,3,train,budget,solo,weekend
T03446,45959,14,flight,luxury,family,luxury
T03447,6746,2,car,budget,couple,weekend
T03448,14688,4,bicycle,eco,family,eco
T03449,17534,7,bus,eco,solo,eco
T03450,77368,10,flight,luxury,solo,luxury
T03451,8831,2,car,budget,couple,weekend
T03452,18980,7,bus,eco,family,eco
T03453,7397,3,car,mid,solo,weekend
T03454,57162,5,flight,luxury,couple,luxury
T03455,13727,2,train,mid,family,weekend
T03456,73748,10,flight,luxury,couple,luxury
T03457,4257,3,train,budget,family,budget
T03458,19359,4,bus,eco,solo,eco
T03459,33999,7,car,luxury,family,luxury
T03460,58729,10,flight,luxury,family,luxury
T03461,8254,4,bus,eco,solo,eco
T03462,7044,3,train,budget,group,budget
T03463,14009,3,train,mid,family,weekend
T03464,10835,7,bus,eco,family,eco
T03465,65718,7,flight,luxury,solo,luxury
T03466,6695,1,train,budget,couple,budget
T03467,3243,3,bus,budget,couple,budget
T03468,9181,2,car,budget,family,weekend
T03469,67836,7,car,luxury,couple,luxury
T03470,8769,3,car,mid,solo,weekend
T03471,6593,3,train,budget,solo,budget
T03472,76779,5,flight,luxury,couple,luxury
T03473,49060,10,flight,luxury,family,luxury
T03474,9556,7,train,eco,family,eco
T03475,4568,2,bus,budget,couple,budget
T03476,18325,4,bicycle,eco,family,eco
T03477,10576,5,bus,eco,couple,eco
T03478,66920,5,flight,luxury,couple,luxury
T03479,12271,3,train,mid,couple,weekend
T03480,12270,2,car,mid,family,weekend
T03481,14448,5,bus,eco,family,eco
T03482,8239,2,train,mid,family,weekend
T03483,7074,3,train,mid,solo,weekend
T03484,12639,3,car,budget,group,weekend
T03485,49178,7,flight,luxury,group,luxury
T03486,7040,2,car,mid,solo,weekend
T03487,11042,2,car,budget,family,weekend
T03488,7544,2,car,budget,solo,weekend
T03489,4470,1,train,budget,family,budget
T03490,4878,1,bus,budget,family,budget
T03491,36417,10,flight,luxury,couple,luxury
T03492,12013,2,car,budget,family,weekend
T03493,57511,7,flight,luxury,solo,luxury
T03494,8510,3,car,budget,group,weekend
T03495,6445,1,bus,budget,family,budget
T03496,7324,3,train,budget,group,budget
T03497,14138,2,train,mid,group,weekend
T03498,16266,5,bicycle,eco,group,eco
T03499,59480,10,flight,luxury,family,luxury
T03500,70153,5,flight,luxury,family,luxury
T03501,3891,2,train,budget,family,budget
T03502,52057,7,flight,luxury,family,luxury
T03503,6025,2,bus,budget,family,budget
T03504,5847,2,train,budget,family,budget
T03505,66702,5,flight,luxury,solo,luxury
T03506,36970,14,car,luxury,family,luxury
T03507,13646,3,car,budget,group,weekend
T03508,13423,7,bicycle,eco,family,eco
T03509,7451,3,train,budget,solo,weekend
T03510,6521,2,train,budget,group,budget
T03511,73056,5,flight,luxury,couple,luxury
T03512,72774,7,flight,luxury,family,luxury
T03513,6138,2,train,budget,family,budget
T03514,16904,4,bicycle,eco,family,eco
T03515,4215,3,bus,budget,family,budget
T03516,4023,1,train,budget,group,budget
T03517,54935,7,flight,luxury,couple,luxury
T03518,6468,3,bus,budget,family,budget
T03519,12594,7,bus,eco,family,eco
T03520,7376,1,train,budget,solo,budget
T03521,5410,3,car,budget,couple,weekend
T03522,5790,2,car,mid,solo,weekend
T03523,9571,3,train,mid,solo,weekend
T03524,72478,14,flight,luxury,group,luxury
T03525,17810,4,train,eco,couple,eco
T03526,11973,2,car,mid,solo,weekend
T03527,8157,2,car,budget,family,weekend
T03528,3974,3,train,budget,couple,budget
T03529,10791,4,train,eco,group,eco
T03530,6069,2,train,budget,family,budget
T03531,11072,3,train,budget,group,weekend
T03532,15563,5,bicycle,eco,family,eco
T03533,61925,14,flight,luxury,family,luxury
T03534,11916,7,bus,eco,family,eco
T03535,2103,1,bus,budget,family,budget
T03536,4029,3,train,budget,couple,budget
T03537,3768,1,train,budget,family,budget
T03538,72729,10,car,luxury,group,luxury
T03539,11982,3,car,mid,couple,weekend
T03540,5421,1,bus,budget,family,budget
T03541,48070,10,flight,luxury,couple,luxury
T03542,4156,2,train,budget,family,budget
T03543,12088,3,train,mid,solo,weekend
T03544,7213,3,car,budget,family,weekend
T03545,30634,7,car,luxury,family,luxury
T03546,7688,3,bus,budget,family,budget
T03547,13652,5,train,eco,group,eco
T03548,45337,5,flight,luxury,group,luxury
T03549,18786,7,bus,eco,couple,eco
T03550,13877,7,train,eco,family,eco
T03551,41755,5,flight,luxury,family,luxury
T03552,13832,7,bus,eco,solo,eco
T03553,17134,7,train,eco,couple,eco
T03554,18188,7,bus,eco,solo,eco
T03555,13648,4,train,eco,family,eco
T03556,13774,3,car,budget,solo,weekend
T03557,8892,7,bicycle,eco,family,eco
T03558,56567,10,flight,luxury,solo,luxury
T03559,10846,7,train,eco,family,eco
T03560,4651,3,train,budget,couple,budget
T03561,42327,7,car,luxury,group,luxury
T03562,14397,4,train,eco,solo,eco
T03563,79277,10,car,luxury,group,luxury
T03564,43779,14,flight,luxury,solo,luxury
T03565,2494,3,train,budget,family,budget
T03566,3511,2,train,budget,group,budget
T03567,14329,2,train,budget,couple,weekend
T03568,12016,4,bus,eco,couple,eco
T03569,17330,7,train,eco,family,eco
T03570,3769,2,train,budget,family,budget
T03571,14459,4,train,eco,group,eco
T03572,16301,5,train,eco,group,eco
T03573,44173,14,car,luxury,couple,luxury
T03574,6412,1,train,budget,couple,budget
T03575,5142,1,bus,budget,family,budget
T03576,18725,4,train,eco,couple,eco
T03577,19425,4,bicycle,eco,group,eco
T03578,6672,1,train,budget,family,budget
T03579,14902,4,bus,eco,family,eco
T03580,35854,7,car,luxury,family,luxury
T03581,12597,3,train,budget,solo,weekend
T03582,9464,3,car,mid,family,weekend
T03583,6622,3,train,budget,couple,weekend
T03584,15024,5,train,eco,family,eco
T03585,8649,4,train,eco,couple,eco
T03586,4314,3,train,budget,family,budget
T03587,65163,7,car,luxury,couple,luxury
T03588,3966,2,bus,budget,solo,budget
T03589,15843,5,bus,eco,couple,eco
T03590,3250,2,train,budget,family,budget
T03591,17405,5,bicycle,eco,group,eco
T03592,57266,10,car,luxury,couple,luxury
T03593,2123,1,train,budget,couple,budget
T03594,17681,7,train,eco,family,eco
T03595,41171,5,flight,luxury,group,luxury
T03596,2482,1,train,budget,family,budget
T03597,4077,2,bus,budget,family,budget
T03598,14990,7,train,eco,couple,eco
T03599,69379,5,flight,luxury,family,luxury
T03600,7365,3,train,budget,family,budget
